Produto	Descrição	Família	Origem
002090	SERVO DRIVE	80003	800
002091	BUCHAS 40 X 40 X 30 MANCAL DA TORRE	80002	800
002092	PINO DE ACO	80002	800
002093	ROLAMENTO DO ROLETE	80002	800
002094	ROLDANA DA MANGUEIRA HIDRAULICA	80002	800
002095	TUBO DA ROLDANA	80002	800
002096	ESCOVA DE CARBONO	80009	800
002097	OLEO 90	80001	800
002098	CATALIZADOR 060	80004	800
002099	ACO CARBONO	80009	800
002100	CURVA CARBONO	80009	800
002101	TEE CARBONO	80009	800
002102	CAP CARBONO	80009	800
002103	RELE ACOPLADOR NA NF SLIM JAR 50/2 4 VCA	80003	800
002104	MINICONTATOR TRIPOLAR AZ 16A INA 22OVCA 60HZ	80003	800
002105	MISTURADOR ELETRICO	80003	800
002106	ROLAMENTO DIRECIONAL	80009	800
002107	PARALU CONCENTRADO	80009	800
002108	KIT PORTA DE ENROLAR AUTOMATICA	80009	800
002109	MANDRIL 10MM	80009	800
002111	CILINDRO	80009	800
002112	CARRINHO PLATAFORMA	80009	800
002113	FONTE RETIFICADORA	80009	800
002114	ESCOVA TIPO COPO	80009	800
002115	BOTAO MAQUINA	80009	800
002116	ELETRODO TUNSGST	80009	800
002117	TAMPA CONDULETE	80003	800
002118	FERRO CHATO	80002	800
002119	GAXETA GRAF	80009	800
002120	JOGO DE JUNTAS	80009	800
002121	ROLAMENTO 6310 C3	80009	800
002122	EIXO COMPLETO	80009	800
002123	MINI ALAVANCA	80009	800
002124	MINIDISJUNTOR SIEMENS  3P 32A 4,5KA CURVA	80003	800
002125	MINIDISJUNTOR SIEMENS  3P 20A 5KA CURVA	80003	800
002128	PORTA	80009	800
002129	PAPELAO PARA JUNTA	80009	800
002130	PE NIVELADOR	80009	800
002131	FONTE CHAVEADA 5VDC	80003	800
002132	PAINEL LED 24W QUADRADO SOBREPOR BRANCO	80003	800
002133	ROLO DE LA ANTI GOTA 15CM	80004	800
002134	MAQUINA GOTESP SPEED PACK	80009	800
002135	MAQUINA SIG GS LINHA EMP MARCA SIG PACK	80009	800
002136	MC CENTRIPOR ALVENARIA	80004	800
002137	CACAMBA PARA PINTURA	80009	800
002138	EPOXI WANDA BASE AGUA	80009	800
002139	REVESTIMENTO PARA FILTRO	80009	800
002140	ARGONIO	80009	800
002142	SINALEIRO WEG	80009	800
002143	TC DP	80009	800
002144	MAO FRANCESA	80009	800
002145	SAIDA LATERAL	80009	800
002146	EXTENSOR	80009	800
002147	RODIGIO CHAPA	80009	800
002148	SOLVENTE	80004	800
002149	SILICONE ALTA TEMPERATURA	80004	800
002151	ANEL BISCOITO	80009	800
002152	RESIDUOS METAL	80009	800
002153	PARAFUSO AUTOBROCANTE P/TELHADO	80009	800
002154	PORCA SEXTAVADA 3/8	80009	800
002155	CANTONEIRA 1X1/8	80004	800
002156	LEITO MEDIO P/CABOS	80003	800
002157	CHAPA P/LEITO	80003	800
002158	JUNCAO SIMPLES	80003	800
002159	BROCA 11,0MM DORMER PONTA TITANIO	80002	800
002160	BROCA 12,0MM DORMER PONTA TITANIO	80002	800
002161	BROCA 13,0MM DORMER PONTA TITANIO	80002	800
002162	BROCA 14,0MM DORMER PONTA TITANIO	80002	800
002163	JOELHO GALV 1	80008	800
002164	REGISTRO TRIPARTIDO INOX 2	80008	800
002165	BUCHA REDUCAO GALV 2X1	80008	800
002166	JOELHO GALV 2	80008	800
002167	REGISTRO TRIPARTIDO 1	80008	800
002168	TAMPAO GALV 1	80008	800
002169	CONEXAO RETA 1/4 X 10MM	80009	800
002170	CONEXAO RETA 1/4 X 08MM	80009	800
002171	CONEXAO RETA 1/8 X 08MM	80009	800
002172	CONEXAO RETA 1/4 X 06MM	80009	800
002173	CONEXAO RETA 1/8 X 06MM	80009	800
002174	LUVA GALV 2	80008	800
002175	DISCO DIAMANTADO PORCELANATO 4.3/8	80002	800
002177	RETENTOR 20 X 32 X 7	80002	800
002178	ANEL ORING 6205ZZ	80002	800
002179	ANEL ORING 6308ZZ	80002	800
002180	FIO DE ALUMINIO	80002	800
002183	CHUMBADOR 3/8 X 3.3/4	80002	800
002184	PARAFUSO AUTOBROCANTE SEXTAVADO 5,5 X 1	80002	800
002185	CHUMBADOR 1/4 X 3.1/4	80002	800
002186	PARAFUSOS SEXTAVADO 12 X 100	80002	800
002187	BARRAS ROSCADAS 12MM	80002	800
002188	CAPACITOR DE PARTIDA 189/227 UF 110V 50/60 HZ	80003	800
002189	ELEVADOR TALHA	80009	800
002190	ARTICULACAO MORDENTE HORIZONTAL	80009	800
002191	LUVA DE ACO	80009	800
002192	ALGICIDA	80009	800
002193	ELETRODUTO	80009	800
002194	DISCO FLAP FIBRA ZICORNIO 115 X 80	80002	800
002195	"PRENSA CABO NYLON POLIAMIDA 1.1/2"""	80003	800
002196	"PRENSA CABO NYLON POLIAMIDA 1"""	80003	800
002197	"PRENSA CABO NYLON POLIAMIDA 3/4"""	80003	800
002198	"PRENSA CABO NYLON POLIAMIDA 1/2"""	80003	800
002199	TERMINAL TUBULAR	80003	800
002200	TERMINAL ANEL TUBULAR	80003	800
002201	MINIDISJUNTOR SIEMENS 3P 40A 4,5KA CURVA	80003	800
002202	CONECTOR	80003	800
002203	OLEO 220	80001	800
002204	OLEO 460	80001	800
002205	BUCHA REDUCAO INOX	80008	800
002206	RELE TEMPO	80003	800
002207	FILME POLIESTER	80009	800
002216	PAINEL ELETRICO	80003	800
002217	LATERAL DE PAINEL	80003	800
002218	BICO PLASMA	80009	800
002219	ELETRODO PLASMA	80009	800
002220	VALVULA BORBOLETA	80009	800
002221	PARAFUSADEIRA	80002	800
002222	PARAFUSO SEXT SOBERBO 5/16X70	80002	800
002223	REBITES ALUMINIO 3,2X12	80002	800
002224	DISCO DESBASTE 4.1/2X6,0MM	80002	800
002225	"DISCO DE LIXA FLAP 7""GRAO 80"	80002	800
002226	CHUMBADOR 1/2X4	80002	800
002227	BUCHAS NYLON 10X60	80002	800
002228	TINTA SPRAY PRATA METALICO 350ML	80002	800
002229	PARAFUSO C/LENTE C/TRAVA 3/8X3/4	80002	800
002230	LEITO ARAMADO	80003	800
002231	ELETRODUTO 3/4X300	80003	800
002232	JUNCAO P/ARAMADO	80003	800
002233	JUNCAO ACES DE LEITO ARAMADO	80003	800
002234	PARAFUSO LENT COM TRAVA 1/4X3	80002	800
002235	JOELHO GALVANIZADO 1/2	80008	800
002236	REGISTRO TRIPARTIDO INOX 1/2	80008	800
002237	UNIAO ASSENTO EM BRONZE 1	80008	800
002238	UNIAO ASSENTO EM BRONZE 1/2	80008	800
002239	UNIAO ASSENTO EM BRONZE 2	80008	800
002241	TERMINAL OLHAR RV 5,5-6 AMARELO 4-6 MM	80002	800
002242	TINTA ESMALTE ALUMINIO 3,6 L	80004	800
002243	CABO FLEX 70,00MM	80009	800
002244	CABO EPRONAX SLIM 105  120MM PRETO	80003	800
002245	PARAFUSO INOX	80009	800
002246	MANGUEIRA SUPERIOR DO RADIADOR	80009	800
002247	PNEU MACICO	80002	800
002248	CONDENSADOR	80009	800
002249	BLOCO DISTRIBUIDOR	80003	800
002250	PERFIL	80009	800
002251	ELETRODUTO GALVANIZADO	80003	800
002252	SINALEIRO WEG CEW LED AMARELO 220VCA MONOBLOCO 22MM	80009	800
002253	BORNE SAK 2,5MM	80009	800
002254	EXPANSAO DVP	80009	800
002255	SERRA COPO	80002	800
002256	NIPEL GALVANIZADO	80009	800
002257	BOCAL DE CERAMICA	80009	800
002258	TERMOCONTRATIL	80003	800
002259	LINHA DE PEDREIRO	80004	800
002260	VIDRO TEMPERADO	80004	800
002261	EIXO FIXO ROLDANAS	80009	800
002262	BASE ROLDANA	80002	800
002263	ANEL ELASTICO	80009	800
002264	TUBO REDONDO AISI 22,22X2,00X6000MM	80004	800
002265	SAPATA	80009	800
002266	TAMPA FF	80009	800
002267	PLACA DE BORNES	80009	800
002268	COSSINETE ROSQUEADEIRA	80009	800
002269	PARQUIMETRO	80002	800
002271	CAIXA DE SOBREPOR	80003	800
002272	CONDULETE 3/4	80003	800
002273	PERFILADO PERFURADO	80003	800
002274	MACHO MANUAL	80009	800
002275	MECANISMO ACIONADOR	80009	800
002276	ROLAMENTO NSK 6014 ZZC3	80009	800
002277	ROLAMENTO NSK 628 ZZMC3E	80009	800
002278	TE 90° GALVANIZADO	80009	800
002279	UNIAO GALV ASS BRONZE 1/2	80008	800
002280	DISJUNTOR	80003	800
002281	TANQUE MISTURADOR	80003	800
002282	PLATAFORMA DE ACESSO	80003	800
002283	CONJUNTO DE COMPONENTES	80003	800
002284	FLEXIVEL INOX	80008	800
002285	ESMERILHADEIRA	80002	800
002286	MODULO COMUNICACAO	80003	800
002287	FUSIVEL PARA TP	80003	800
002288	BASE FUSIVEL	80003	800
002289	CAIXA DE MEDICAO	80003	800
002290	SENSOR INDUTIVO	80003	800
002291	ELETRODO DE NIVEL	80009	800
002292	RESISTENCIA CARTUCHO 25X450MM	80003	800
002293	RESISTENCIA TERMOPAR 6X200MM	80003	800
002294	FITA AUTO FUSAO 19X10 PRETA	80002	800
002295	FIO FLEXIVEL	80009	800
002296	ARRASTADOR DIREITO	80009	800
002297	TANQUE DE ARMAZENAGEM	80009	800
002298	CAPA PRENSAVEL 1/4	80008	800
002299	TERMINAL SEDE PLANA 1/4	80008	800
002300	OLEO TRANSMISSAO 499	80009	800
002301	CONECTOR ANGULAR	80003	800
002302	ABRACADEIRA TIPO U	80002	800
002303	MANGUEIRA 3 KM AZUL	80009	800
002304	CABO CONTROLE 5MM VIAS NUMERADAS	80003	800
002311	CORREIA EM 8/2 0+03 PU AS F 23200 X 1350 AFL	80009	800
002312	INTELLI TERMINAL	80009	800
002313	TUBO CONDUCAO	80009	800
002314	MANGUEIRA 1/2 TRANC. CRISTAL	80009	800
002315	TERMINAL OLHAL	80002	800
002316	ROTOR 804 1/3 M DANCOR	80009	800
002317	ROLAMENTO 6311	80009	800
002318	ROLAMENTO 6211	80002	800
002319	ARRUELA ONDULADA	80002	800
002320	ANEL VRING ROL 6205	80002	800
002321	ROLAMENTO 6303	80009	800
002322	ROLAMENTO 6201-08 ESPECIAL	80002	800
002323	TAMPA DEFLETORA	80009	800
002324	ANEL VRING ROL 6206	80002	800
002325	FIO DE COBRE ESMALTADO 180G/25AWGCF	80003	800
002326	VENTOINHA NEMA 42 BITORNEIRA	80009	800
002327	CAPACITOR DE PARTIDA 340/408	80003	800
002328	CAPACITOR DE PARTIDA	80003	800
002329	LUVA HELANCA PU PRETA	80003	800
002330	PLACA DE IDENTIFICACAO	80009	800
002331	ARRUELA DE ENCOSTO ROTOR	80002	800
002332	FIO DE COBRE ESMALTADO	80003	800
002333	PAINEL FRIGO	80009	800
002334	ROLAMENTO 6014	80002	800
002335	ROLAMENTO 628	80002	800
002336	CORREIA AX 059	80009	800
002337	CONEXAO RETA 1/2	80009	800
002338	CHAPA ACRILICO	80002	800
002339	SACO PLASTICO MEDIO SEM FURO	80006	800
002340	LUVA SOLDAVEL 50MM	80004	800
002341	TEE SOLDAVEL 50MM	80008	800
002342	JOELHO SOLDAVEL 50MM	80008	800
002343	TUBO SOLDAVEL 50MM	80008	800
002344	SENSOR DRIVE ULTRA 3000 MONOFASICO	80003	800
002345	SERVO DRIVE DIGITAL	80003	800
002346	CORREIA EM V GUIA MASSA SERRA	80009	800
002347	TUBO ARMAFLEX	80009	800
002348	ALCOOL ISOPROPILICO	80003	800
002349	PERFIL DE BORRACHA TIPO U	80009	800
002350	CELULA DE CARGA SINGLE POINT	80003	800
002351	VALVULA ESFERA TRIPARTIDA ACO CARBONO 1/2	80002	800
002352	ESFERA LATAO	80009	800
002353	DISJUNTOR TRIP 450A 25KA/380V	80003	800
002354	SPRAY ALUMINIO	80002	800
002356	DISJUNTOR MOTOR	80003	800
002357	CONTATOR TRIP	80003	800
002358	BLOCO CONTATO AUXILIAR FRONTAL	80009	800
002359	CONTATOR POTENCIA 3P 18A 220V	80003	800
002360	DETECTOR SEQUENCIA	80003	800
002361	MICRO OLEO SPRAY 250ML	80009	800
002362	AEROSSOIS MICRO OLEO ANTICORROSIVO 300ML	80009	800
002364	ACO LAMINADO GALVANIZADO	80009	800
002365	FACA INSTANTANEO	80009	800
002366	MANGUEIRA	80009	800
002367	FITA PVC	80009	800
002368	SOLDA FOSC HARRIS 3.25MM	80009	800
002369	6014 ZZ ROL RIGIDOS DE ESFERAS	80002	800
002370	628 ZZ ROL RIGIDOS DE ESFERA	80002	800
002371	628 ZZ ROL RIGIDOS DE ESFERAS	80002	800
002372	FACA MAIOR SACHE INSTANTANEO	80009	800
002373	REDUCAOA DIREITA PARA LEITO	80009	800
002374	EMENDA	80003	800
002375	CURVA HORIZONTAL	80003	800
002376	PARAFUSO ELETROCALHA	80002	800
002377	PORCA SEXTAVADA 3/8 ZC	80009	800
002378	ARRUELA LISA 3/8 ZC	80009	800
002379	SAPATA INTERNA PARA PERFIL	80009	800
002380	SAPATA PARA PERFIL DE 45	80009	800
002381	MENSOLA TIPO T PARA PERFIL DE 55	80009	800
002382	UNIAO INOX	80008	800
002383	REGISTRO 1/2 GAVETA METAL	80004	800
002384	MAXIMO D ALCALINO ONU1824 LIQUIDO CORROSIVO TOXICO	80009	800
002391	SENSOR OPTICO M8	80003	800
002392	CABO CONECTOR ANGULAR M8	80003	800
002393	MARTELO BORRACHA	80002	800
002394	FURADEIRA IMPACTO	80002	800
002395	MOTOR DE PARTIDA	80009	800
002396	ROLAMENTO GYE20KRRBI	80002	800
002397	GAS R404	80002	800
002398	CABO DE COMUNICACAO	80003	800
002399	CONECTOR SENSOR M RETO 5P M12	80003	800
002400	RODA TRACAO YALE	80009	800
002401	ROLAMENTO 6212ZZ	80009	800
002402	ROLAMENTO 6309 Z C3	80009	800
002403	ROLAMENTO 6209 ZZ	80009	800
002404	VENTOINHA NEMA 56M CEIFADOR 21,5MM	80009	800
002405	ROLAMENTO 6203 DDU NSK	80009	800
002406	ANEL V RING ROLAMENTO 6201 ZZ	80009	800
002407	OLEO COMPRESSOR ARCONDICIONADO	80009	800
002408	CORREDICO BOSCH L37	80009	800
002409	ARRUELA DE COMPENSACAO	80002	800
002410	CUNHA	80004	800
002411	ROTOR DO DISTRIBUIDOR YALE	80009	800
002412	TAMPA DISTRIBUIDOR YALE	80009	800
002413	MANGUEIRA INFERIOR DO RADIADOR	80003	800
002414	RELE AUXILIAR 4 SAIDAS	80008	800
002415	JUNTA TAMPA VALVULA	80008	800
002416	JOGO CABO DE VELA YALE	80008	800
002417	BATERIA SELADA 6V 4AH	80003	800
002418	ELETROCALHA ACOPLAMENTO PERFILADO	80002	800
002419	INTELLI CONECTOR FENDIDO	80009	800
002420	SENSOR MAGNETICO	80003	800
002421	ESMALTE SINTETICO AZUL FRANCA 3,6L	80004	800
002422	TAMPA FILTRO DE AR	80009	800
002423	PARAFUSO SOPRADOR	80009	800
002424	BOMBINES INJETOR DE COMBUSTIVEL	80009	800
002425	KIT REPARO CARBURADOR	80009	800
002426	CARBURADOR	80009	800
002427	LAMINA SERRA MANUAL BIMETAL UNIQUE 24 DENTES	80002	800
002428	ROLAMENTO 6203 ZZ AR2S1 NSK	80009	800
002429	EMBUTIDOR DE LINGUICA	80002	800
002430	CORTADOR DE TORDA 14 FATIAS	80002	800
002431	ROUPEIRO	80006	800
002432	TNT SANTA FE	80006	800
002433	PARAFUSO ALLEM M8 1.25X25 INOX	80002	800
002434	GE BASE FIX INTERNA 038X038	80009	800
002435	SUPORTE PECA OMEGA	80009	800
002436	EMENDA JUNCAO PERFIL	80009	800
002437	CONECTOR PARAFUSO FENDIDO	80009	800
002438	CONJUNTO DE MOLDURA	80009	800
002439	PARAFUSOS FIXER CHATA 4.0X16	80002	800
002440	REGISTRO 3/4 ESFERA METAL	80009	800
002441	LAMPADA TUBOLED	80003	800
002442	ARRUELA MB07	80002	800
002443	TERMINAL DE COMPRESSAO 185MM	80009	800
002444	TERMINAL DE COMPRESSAO 95MM	80009	800
002445	TERMINAL DE COMPRESSAO 50MM	80009	800
002446	TERMINAL DE COMPRESSAO 50MM	80009	800
002447	PENTE JUMPERS 20 VIAS PARA RELE INTERFACE	80002	800
002448	ANEL VRING	80002	800
002449	UNITEL FONTE TRAFO	80003	800
002450	ROLAMENTO 608 DDU NSK	80009	800
002451	ROLAMENTO 6002 DDU NSK	80009	800
002452	ROLAMENTO 629 DDU AR2S2 NSK	80009	800
002453	RODA TRACAO STILL FMX	80009	800
002454	TUBO CORRUGADO SEAL METAL	80009	800
002455	CONECTOR CMZ GIRATORIO	80003	800
002456	ARRUELA P CMZ 1 CONTRA PORCA ZINCADA	80002	800
002457	FIXADOR NATURAL ADESIVO	80003	800
002458	JANELA DE ALUMINIO	80004	800
002459	TERMOPAR	80003	800
002460	CONECTOR M12 MACHO 5 POLOS RETO	80003	800
002461	CONECTOR DE ENTRADA	80003	800
002462	PORCA ENTRADA DE OXIGENIO	80009	800
002463	LIMPA PARABRISA	80009	800
002464	JUNTA DO BUJAO	80002	800
002465	LOTE FILTROS L I	80002	800
002466	HIGIENIZACAO AR CONDICIONADO	80009	800
002467	CARRINHO PARA ARMAZEM SUPER MERCADO	80002	800
002468	CONTROLADOR UNIVERSAL DE PROCESSOS NOVUS N2000	80003	800
002469	TERMINAL DE CONEXAO PINO LONGO	80009	800
002470	CORFIO CABO FLEX 2,5MM PRETO	80003	800
002471	KRONA QUADRO DISTRIBUICAO	80003	800
002472	CARTAO DE MEMORIA 64GB	80006	800
002474	VALVULA PIVOTANTE	80009	800
002475	FONTE 9V 1A AUTOMATICA	80003	800
002476	CELULA DE CARGA WGL10MINI	80003	800
002477	TOMADA DUPLA	80003	800
002478	RESISTENCIA TIPO 15,230V	80003	800
002479	ATUADOR SEGURANCA CODIFICADO 30R WEG	80002	800
002481	CARTAO CLP EXTENSAO DVP16SM11N	80006	800
002482	BLOCO CONTATO LATERAL 2NA	80009	800
002483	BP PRATA REFLEX METALICA VW 02 1937 SHERWIN	80009	800
002484	MICROMETRO	80002	800
002485	CRISTALIZACAO VIDRO	80009	800
002486	ANTI CHIOS 65 ML	80009	800
002487	DESENGRAXANTE EXPRESS	80009	800
002488	CONDICIONADOR DE METAIS	80009	800
002489	LWD POWER DIESEL 200ML	80009	800
002490	DT 300 DIESEL TREATMENT 370ML	80009	800
002491	CONDENSADOR RADIADOR PARA CHILLER	80009	800
002492	ESCOVA PLANA	80009	800
002493	CALOTA DE RODA NOIR CORNELIE	80009	800
002494	HASTE MANOPLA EXTERNA SERIE 1 CX MOLD	80003	800
002495	CARTAO CLP EXTENSAO DVP16SN11T	80006	800
002498	TUBO QUADRADO 20X20X150	80009	800
002499	TUBO RETANGULAR 20X30X1,50	80009	800
002500	CHAVE HEXAGONAL 14MM	80009	800
002501	CHAVE HEXAGONAL 16MM	80009	800
002502	LAMINA CORTE DE MASSA CURTA	80009	800
002503	RELE INTERFACE 12V	80003	800
002505	JARRA TRANSPARENTE	80006	800
002506	FLUIDO LIMPEZA R141B	80009	800
002507	FLUIDO REFRIGERANTE R22	80009	800
002508	UNIDADE CONDENSADORA ELGIN 5HP R22/380V	80009	800
002509	TUBO COBRE 1/2	80004	800
002510	CONTACTORA 25A 220V	80009	800
002511	RACK DE TETO EXPERT JUMPY	80009	800
002512	FLUXIMETRO PARA AGUA PRENSA MASSA LONGA	80009	800
002513	CONECTOR PARAFUSO FENDIDO 35MM RABICHO	80003	800
002514	BARRAS ROSCADAS ZINCADA MA 16MM	80002	800
002515	DISCO FLAP ACABAMENTO 115X22MM FINO AZUL	80002	800
002516	DISCO FLAP ACABAMENTO 115X22MM MEDIO VERMELHO	80002	800
002517	NIVEL MAGNETICO 450MM CORPO EM ALUMINIO PERFIL EM 1	80009	800
002518	NIVEL MAGNETICO DE ALUMINIO 12	80009	800
002519	PONTEIRA INTERNA PARA TUBO 20X20MM	80002	800
002520	RECARGA EXTINTOR	80007	800
002521	ROLAMENTO NSK 2210 KC3	80009	800
002522	ROLAMENTO NSK 6010 ZZ	80009	800
002523	ROLAMENTO FRM Y 204	80009	800
002524	ROLAMENTO FRM Y 205 =UCR 205	80009	800
002525	ROLAMENTO FRM Y 208	80009	800
002526	ROLAMENTO FRM UCX 10	80009	800
002527	ESCOVA ACO MANUAL CARBONO	80002	800
002528	TUBO PITOT RE 16A 11,5 MM ABS	80009	800
002529	ANEL PLUS FACILE GRAN	80007	800
002530	ORING PIST PL GRAN FACILE	80007	800
002531	VEDACAO CENTRAL PLUS GRAN	80007	800
002532	BICO INJETOR RE 16N 11 ABS	80009	800
002533	SANFONA PLUS FACILE GRAN	80007	800
002534	MANG SILIC ATOXICO BOMBA AR	80007	800
002535	BORRA ALAV PL FACILE GRAN	80007	800
002536	CAPACITOR PERMANENTE 50 UF 250 V 50/60 HZ	80003	800
002537	SUPORTE PARA PILHAS	80006	800
002538	ROLAMENTO 6205 ZZ AR2S1 NSK	80009	800
002539	ROLAMENTO 6204 ZZ AR2S1 NSK	80009	800
002540	SABONETE LIQUIDO PARA MAOS	80009	800
002541	TOCHA PLASMA 60A	80009	800
002542	MANGUEIRA 2 PU COM ACO ZINCADO	80002	800
002543	COROA PARA REDUTOR	80009	800
002544	FILTRO TELA CALANDRADA ACO INOX304	80009	800
002545	ROLAMENTO 6209 DDU C3 NSK	80009	800
002546	ROLAMENTO 6001 DDU NSK	80009	800
002547	OLEO CAPELA 1 LITRO 68	80009	800
002548	POLIA DE FERRO 1B 120MM	80009	800
002549	CHAVE PARTIDA MONOFASICA	80003	800
002550	CARIMBO	80006	800
002551	OTOSCOPIO	80006	800
002552	ESTETOSCOPIO	80006	800
002553	MANGUEIRA 2 1/2 PU COM ACO ZINCADO	80009	800
002554	INVERSOR TRIFASICO 15CV/11 1KM 24,0A 380V	80003	800
002555	INVERSOR TRIFASICO 10,0CV/7,5KW 15,0A 380V CFW300	80003	800
002556	INVERSOR TRIFASICO 7,5 CV/5,5KW 12,0A 380V CFW300	80003	800
002557	NIPLE SIMPLES PONTA/ROSCA INOX 304 DE 1/2	80008	800
002558	PERFIL U 15X50X150X2MM	80009	800
002565	ANEL DE VEDACAO	80002	800
002566	ROLAMENTO AUTOCOMPENSADOR DE ESFERAS 2206 2RS TNG	80009	800
002567	ROLAMENTO DE AGULHAS NK24 16XL	80009	800
002568	GUIA LINEAR BLOCO	80009	800
002569	GUIA LINEAR TRILHO	80009	800
002570	KIT REPARO ATUADOR PNEUMATICO SR 75	80009	800
002571	SEDE PARA ELEMINADOR DE AR DE 1/2	80009	800
002572	BUJAO GALVANIZADO 1	80009	800
002573	KIT REPARO BD 50 RELE KARCHER PISOS	80009	800
002574	PARAFUSO ALLEM CABECA CHATA INOX 6X16	80009	800
002575	PARAFUSO ALLEM CABECA CHATA INOX 6X20	80009	800
002576	PORCA SEXTAVADA INOX A2 MA 6MMX1.0	80009	800
002577	PAINEL ESTRUTURA 100X600X400	80003	800
002578	PAINEL PLACA MONTAGEM 1900X600	80003	800
002579	PAINEL TAMPA INFERIOR 600X400	80003	800
002580	PAINEL TAMPA LATERAL 1900X400	80003	800
002581	CATALIZADOR AMINA P/EPOXI BRANCO	80004	800
002582	ESMALTE EPOXI BRANCO 2,7 LITROS	80004	800
002583	CELULA DE CARGA SP5C3 8KG	80003	800
002584	CORREIA VDM 1260X52X15X30	80009	800
002585	AR CONDICIONADO EVAPORADORA INTERNA SPLIT HW ON/OFF SO FRIO MASTER CONFORT R410	80003	800
002586	AR CONDICIONADO CONDENSADORA UNIDADE EXTERNA SPLIT	80003	800
002587	CORRENTE ASA 40 SIMPLES INOX	80009	800
002588	DISPLAY FRONTAL A4	80006	800
002589	QUADRO BRANCO MADEIRA SOFT	80006	800
002590	INVERSOR TRIFASICO 20CV/15KW 31,0A 380V	80009	800
002591	DOBRADOR DE ABAS	80009	800
002592	REDONDO 3/4	80009	800
002593	ROLAMENTO ESFERA ABAULADOS G 204 V22	80009	800
002594	MANCAIS MONOBLOCO	80009	800
002595	RETENTOR SABO 20X40X6	80009	800
002596	RETENTOR 50X65X10	80009	800
002597	RETENTOR 35X52X8	80009	800
002598	RETENTOR 30X47X6 OU 7	80009	800
002599	RETENTOR SAV 40X62X7	80009	800
002600	CAIXA DE LIGACAO WEG MOD 63/100 W22	80003	800
002602	OLEO MOBIL	80009	800
002603	SELETOR DRF DANCOR	80003	800
002604	PONTE RETIFICADORA	80003	800
002605	ROTOR AL	80009	800
002606	VALVULA DE ESCAPE W4086	80009	800
002607	DISCO FLAP CONICO 4 1/2 G 40 FIBRA	80002	800
002608	MOLAS PARA MOTO FREIO	80009	800
002609	HELICE AF10	80009	800
002610	CARACOL VENTO SILVA	80009	800
002611	CAPACITOR PERMANENTE 60UF 380V	80003	800
002612	CAPACITOR PERMANENTE 15 UF 440/450V 50/60HZ	80003	800
002613	RODA BORRACHA 8 LEVE VONDER	80009	800
002614	CABO NAX FLEXIVEL PP2VIAS 1KV 2X2,5MM	80003	800
002615	TAMPA TRASEIRA WEG MOD 90W22 204	80009	800
002616	CONCHA TERRINA EXTRATA	80009	800
002617	VERGALHAO CA50 12,5MM 50 BARRAS	80002	800
002618	VERGALHA0 CA50 10MM 50 BARRAS	80002	800
002619	VERGALHAO CA60 5MM 50 BARRAS	80002	800
002621	BRACADEIRA FLEX 13-19	80009	800
002622	BRACADEIRA FLEX 22-32	80009	800
002623	PORCA SEXT INOX MA 10MMX1.50	80002	800
002624	ROLAMENTO UC 204 V22	80009	800
002625	NIPEL 1/2 INOX	80008	800
002626	INDICADOR DE NIVEL P/ CALDEIRA	80008	800
002627	ROTOR/VENTUINHA	80009	800
002628	ROLAMENTO 6303 DDU AR2S1 NSK	80009	800
002629	CAPACITADOR PERMANENTE 20 UF	80003	800
002630	LAMINA RESISTENTE	80009	800
002631	CABO FLEXIVEL P/GRAMPO 125	80003	800
002632	ESCOVA TUBULAR	80002	800
002636	BORRACHA PACOPLAMENTO AG112B	80009	800
002637	BORRACHA PACOPLAMENTO	80009	800
002638	ROLAMENTO UCX 06 V22	80009	800
002640	ROLAMENTO 22212KI	80009	800
002641	STECK RELE SRT FRAME 25 50/60HZ	80003	800
002642	RELE INTERFACE 24V	80003	800
002643	APOIO ERGONOMICO PARA OS PES	80006	800
002644	ABRACADEIRA FLEXIL SF14MM 13A19	80002	800
002645	ABRACADEIRA ROSCA SEM FIM SF14MM 19A27 3/4X1.1/16	80002	800
002646	ARRUELA PRESSAO INOX 1/2	80009	800
002647	CHAVE DE EMERGENCIA EGV16	80009	800
002648	TAMPA DE PLASTICO DO BOTAO DE EMERGENCIA	80009	800
002649	REPARO LAVADORA KARCHER BD 50/50	80009	800
002650	ACO SAE 1020	80009	800
002651	BOMBA DOSADORA INJETRONIC	80002	800
002652	CARTAO DE SAIDA ALLEN BRADLEY	80003	800
002653	CANTO INTERNO DE SOBREPOR EM PVC TEC188 COR BRANCO 184 48MMX2,70M	80004	800
002654	ROLAMENTO 6818ZZII	80009	800
002655	TUBO PU 10MM AZUL	80009	800
002657	FILTRO AR	80009	800
002658	PLUG BATERIA 50A VERMELHO	80009	800
002659	TERMINAL 2 COMPRESSAO CABO DE 300MM	80009	800
002660	CHAVE DE IGNICAO	80009	800
002661	PORCA CAPA PISTOLA	80009	800
002662	ORING KARCHER	80002	800
002663	MICROINTERRUPTOR	80003	800
002664	CONJUNTO REPARO LAVA JATO	80009	800
002665	FLEXIVEL 0,60CM PORCA GIRATORIA	80003	800
002666	ROSCA DA TEMPERA ESMERALDA	80009	800
002667	EIXO SUPERIOR DA ROSCA	80009	800
002668	EIXO INFERIOR DA ROSCA	80009	800
002669	CONECTOR MULTIPLO 4MM	80003	800
002670	SELETOR	80003	800
002671	PORTA CADEADO	80009	800
002672	LUVA PROTETORA DO EIXO 524	80004	800
